conversation_id,user_a_id,user_b_id,conversation_text,avg_response_times_minutes,message_count_a,message_count_b,conversation_days,avg_message_length,last_response_hours_ago,status
C0413,U115,U019,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}]",558.1,14,3,10,8.5,17,one_sided
C0414,U077,U065,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Makes sense""}]",406.6,9,8,11,7.3,19,ready_for_event
C0415,U143,U040,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""B"", ""message"": ""Haha same""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""For sure""}]",333.8,6,5,2,7.1,9,healthy
C0416,U125,U014,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Mostly curious.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",738.0,10,1,12,9.0,22,one_sided
C0417,U164,U130,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Haha same""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}]",64.3,7,7,8,5.7,15,ready_for_event
C0418,U028,U062,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting more community honestly.""}]",5019.0,1,1,4,9.0,50,stalled
C0419,U188,U027,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}]",3233.4,1,1,10,6.5,121,stalled
C0420,U134,U044,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",38.1,6,6,12,8.6,9,ready_for_event
C0421,U002,U132,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Nice""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",429.0,8,8,7,7.4,12,ready_for_event
C0422,U042,U200,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a community yoga and tea gathering this weekend.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",44.3,5,5,24,8.0,12,ready_for_event
C0423,U017,U120,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}, {""speaker"": ""B"", ""message"": ""That makes sense.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}]",4613.0,3,2,6,4.0,148,stalled
C0424,U172,U021,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}]",652.5,12,3,1,8.5,32,one_sided
C0425,U046,U177,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",109.3,6,6,4,8.9,12,healthy
C0426,U024,U162,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",100.6,6,6,6,8.5,8,ready_for_event
